index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution
P1,"E25_2-BROMOBENZOIC ACID, 97%",C1=CC=C(C(=C1)C(=O)O)Br,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccccc3Br)CCC[C@]21C,16.6,30.6,64.9,42.1,0
P2,"E74_3-(5-(2-FLUOROPHENYL)-1,2,4-OXADIAZOL-3-YL)BENZOIC ACID, 98%",C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(-c4noc(-c5ccccc5F)n4)c3)CCC[C@]21C,36,20.8,36.7,83.7,4.46
P3,"E120_2-(DIPHENYLPHOSPHINO)BENZOIC ACID, 97%",C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccccc3P(c3ccccc3)c3ccccc3)CCC[C@]21C,50,6.2,11.1,103.3,1.6
P4,"E159_3,5-difluorobenzoic acid",C1=C(C=C(C=C1F)F)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(F)cc(F)c3)CCC[C@]21C,25.7,24.4,48.7,30.5,0
P5,E201_2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)Cc1ccc(C(C)CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,8.7,4.6,34.4,26.2,0
P6,"E247_1-PYRENEBUTYRIC ACID, 97%",C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCc3ccc4ccc5cccc6ccc3c4c56)CCC[C@]21C,6.8,49.1,87.9,11.6,0
P7,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3cccc(C(F)(F)F)c3)CCC[C@]21C,15.7,3,16,15.5,0
P8,"E42_(±)-ALPHA-METHYLHYDROCINNAMIC ACID, 98%",CC(CC1=CC=CC=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12)Cc1ccccc1,7.5,18,70.6,10,0
P9,E171_2-ethyl-5-methylpyrazole-3-carboxylic acid,CCN1C(=CC(=N1)C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CCn1nc(C)cc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,20.8,0,0,30.9,0
P10,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,2.6,16.3,86.3,15.3,0
P13,"E25_2-BROMOBENZOIC ACID, 97%",C1=CC=C(C(=C1)C(=O)O)Br,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccccc3Br)C1CC2,0.4,4.5,91.8,38,0
P14,"E74_3-(5-(2-FLUOROPHENYL)-1,2,4-OXADIAZOL-3-YL)BENZOIC ACID, 98%",C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cccc(-c4noc(-c5ccccc5F)n4)c3)C1CC2,0.9,23.2,96.4,18.9,0
P15,"E120_2-(DIPHENYLPHOSPHINO)BENZOIC ACID, 97%",C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccccc3P(c3ccccc3)c3ccccc3)C1CC2,2.4,28,92,29.3,0
P16,"E159_3,5-difluorobenzoic acid",C1=C(C=C(C=C1F)F)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cc(F)cc(F)c3)C1CC2,2.6,1.2,32.5,34.8,0
P17,E201_2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)Cc1ccc(C(C)CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,0,0,0,23.7,0
P18,"E247_1-PYRENEBUTYRIC ACID, 97%",C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCc3ccc4ccc5cccc6ccc3c4c56)C1CC2,0,0,0,40,0
P19,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3cccc(C(F)(F)F)c3)C1CC2,6.7,0.6,8.1,32,0
P20,"E42_(±)-ALPHA-METHYLHYDROCINNAMIC ACID, 98%",CC(CC1=CC=CC=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12)Cc1ccccc1,0,3.1,100,41.7,0
P21,E171_2-ethyl-5-methylpyrazole-3-carboxylic acid,CCN1C(=CC(=N1)C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CCn1nc(C)cc1CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,1.7,0.7,29.6,36.1,0
P22,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,0,0.9,100,42.7,0
P25,"E25_2-BROMOBENZOIC ACID, 97%",C1=CC=C(C(=C1)C(=O)O)Br,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccccc4Br)CCC[C@]3(C)C2CC1,10.9,10.4,48.7,27.1,0
P26,"E74_3-(5-(2-FLUOROPHENYL)-1,2,4-OXADIAZOL-3-YL)BENZOIC ACID, 98%",C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cccc(-c5noc(-c6ccccc6F)n5)c4)CCC[C@]3(C)C2CC1,18,26.7,59.7,30,0
P27,"E120_2-(DIPHENYLPHOSPHINO)BENZOIC ACID, 97%",C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccccc4P(c4ccccc4)c4ccccc4)CCC[C@]3(C)C2CC1,17.6,7.6,30.2,62.6,0
P28,"E159_3,5-difluorobenzoic acid",C1=C(C=C(C=C1F)F)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cc(F)cc(F)c4)CCC[C@]3(C)C2CC1,17.6,2.9,14.1,18.2,0
P29,E201_2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)Cc1ccc(C(C)CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,12.4,2.5,16.7,22.4,0
P30,"E247_1-PYRENEBUTYRIC ACID, 97%",C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCc4ccc5ccc6cccc7ccc4c5c67)CCC[C@]3(C)C2CC1,3.7,12.3,76.8,28.5,0
P31,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4cccc(C(F)(F)F)c4)CCC[C@]3(C)C2CC1,12.2,0.4,2.9,17.2,0
P32,"E42_(±)-ALPHA-METHYLHYDROCINNAMIC ACID, 98%",CC(CC1=CC=CC=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12)Cc1ccccc1,2.1,9.3,81.6,19,0
P33,E171_2-ethyl-5-methylpyrazole-3-carboxylic acid,CCN1C(=CC(=N1)C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CCn1nc(C)cc1CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,10,1.8,15.5,15.1,0
P34,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,1.6,5.6,77.7,2.3,0
P37,"E25_2-BROMOBENZOIC ACID, 97%",C1=CC=C(C(=C1)C(=O)O)Br,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4Br)c(C(C)C)cc3CCC12,19.8,0,0,-8.5,0
P38,"E74_3-(5-(2-FLUOROPHENYL)-1,2,4-OXADIAZOL-3-YL)BENZOIC ACID, 98%",C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(-c5noc(-c6ccccc6F)n5)c4)c(C(C)C)cc3CCC12,17.4,0.9,5,10.1,0
P39,"E120_2-(DIPHENYLPHOSPHINO)BENZOIC ACID, 97%",C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4P(c4ccccc4)c4ccccc4)c(C(C)C)cc3CCC12,5,0,0,18.8,0
P40,"E159_3,5-difluorobenzoic acid",C1=C(C=C(C=C1F)F)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(F)cc(F)c4)c(C(C)C)cc3CCC12,11.8,0,0,28,0
P41,E201_2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)c4ccc(CC(C)C)cc4)c(C(C)C)cc3CCC12,9.3,4.7,33.5,24.8,0
P42,"E247_1-PYRENEBUTYRIC ACID, 97%",C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCc4ccc5ccc6cccc7ccc4c5c67)c(C(C)C)cc3CCC12,4,24.5,86,28.6,0
P43,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cccc(C(F)(F)F)c4)c(C(C)C)cc3CCC12,16.7,0,0,9.4,0
P44,"E42_(±)-ALPHA-METHYLHYDROCINNAMIC ACID, 98%",CC(CC1=CC=CC=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)Cc4ccccc4)c(C(C)C)cc3CCC12,13.5,5,27,23.5,0
P45,E171_2-ethyl-5-methylpyrazole-3-carboxylic acid,CCN1C(=CC(=N1)C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(C)nn4CC)c(C(C)C)cc3CCC12,11.7,0,0,15.1,0
