index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution
Z25,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,2.3,10.5,82,12.6,0
Z26,"E89_ANTI-3-OXOTRICYCLO[2.2.1.02,6]HEPTANE-7-CARBOXYLIC ACID",C1C2C3C2C(=O)C1C3C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4C5CC6C(C5=O)C46)CCC[C@]3(C)C2CC1,2.2,4.1,65,13.2,0
Z27,E133_1-benzylpiperidine-4-carboxylic acid,C1CN(CCC1C(=O)O)CC2=CC=CC=C2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CCN(Cc5ccccc5)CC4)CCC[C@]3(C)C2CC1,3.4,0,0,15.4,0
Z28,"E169_2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid",CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=C(CC)C(=O)c1ccc(OCCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c(Cl)c1Cl,9,5.6,38.5,11.1,0
Z29,E215_3-(2-methylphenyl)propanoic acid,CC1=CC=CC=C1CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccccc1CCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.5,6.2,80.5,7.8,0
Z30,E266_2-(Trifluoromethyl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccccc4C(F)(F)F)CCC[C@]3(C)C2CC1,13.5,0,0,12.9,0
Z31,E313_Biotin,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CCC[C@]3(C)C2CC1,11.7,0,0,-12.9,0
Z32,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)F)CCC[C@]3(C)C2CC1,8.2,12.1,59.5,2.8,0
Z33,E204_1-methylpyrazole-4-carboxylic acid,CN1C=C(C=N1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cnn(C)c4)CCC[C@]3(C)C2CC1,10.2,0,0,3.9,0
Z34,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CC4)CCC[C@]3(C)C2CC1,1.9,11.3,85.7,4.9,0
Z37,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C)cc4OC)c(C(C)C)cc3CCC12,12.2,5.5,31.2,-1.5,0
Z38,"E89_ANTI-3-OXOTRICYCLO[2.2.1.02,6]HEPTANE-7-CARBOXYLIC ACID",C1C2C3C2C(=O)C1C3C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4C5CC6C(C5=O)C46)c(C(C)C)cc3CCC12,0.6,4.1,87.2,-28.9,0
Z39,E133_1-benzylpiperidine-4-carboxylic acid,C1CN(CCC1C(=O)O)CC2=CC=CC=C2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CCN(Cc5ccccc5)CC4)c(C(C)C)cc3CCC12,14.4,0,0,-1.9,0
Z40,"E169_2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid",CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=C(CC)C(=O)c1ccc(OCCNc2cc3c(cc2C(C)C)CCC2[C@](C)(CNCC)CCC[C@]32C)c(Cl)c1Cl,1.3,8.7,87,-26.2,0
Z41,E215_3-(2-methylphenyl)propanoic acid,CC1=CC=CC=C1CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCc4ccccc4C)c(C(C)C)cc3CCC12,10.2,13.7,57.4,-19.7,0
Z42,E266_2-(Trifluoromethyl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4C(F)(F)F)c(C(C)C)cc3CCC12,13,0,0,-23.9,0
Z43,E313_Biotin,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c(C(C)C)cc3CCC12,12.8,0.7,5.4,-31.3,0
Z44,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)F)c(C(C)C)cc3CCC12,28.1,0,0,-18.2,0
Z45,E204_1-methylpyrazole-4-carboxylic acid,CN1C=C(C=N1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cnn(C)c4)c(C(C)C)cc3CCC12,13.4,0,0,-9.3,0
Z46,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CC4)c(C(C)C)cc3CCC12,8.2,22.9,73.6,-34.8,0
AA1,"E43_3-(TERT-BUTYL)-1-METHYL-1H-PYRAZOLE-CARBOXYLIC ACID, 95%",CC(C)(C)C1=NN(C(=C1)C(=O)O)C,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(C(C)(C)C)nn3C)CCC[C@]21C,59.81,11.3,15.9,91.7,-1.05
AA2,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCC(=O)c3ccccc3)CCC[C@]21C,4.95,7.6,60.6,-24.1,0
AA3,"E134_1,3-benzothiazole-6-carboxylic acid",C1=CC2=C(C=C1C(=O)O)SC=N2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc4ncsc4c3)CCC[C@]21C,57.78,11.7,16.8,90.5,1.45
AA4,E170_2-(2-ethylsulfonylphenyl)acetic acid,CCS(=O)(=O)C1=CC=CC=C1CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CCS(=O)(=O)c1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,22.51,30.5,57.5,45.7,0
AA5,E216_7-methyl-2-propyl-3H-benzimidazole-5-carboxylic acid,CCCC1=NC2=C(N1)C=C(C=C2C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CCCc1nc2c(C)cc(CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@@H]34)cc2[nH]1,42.7,42.7,50,-2.2,0
AA6,E267_5-thiophen-2-yl-1H-pyrazole-3-carboxylic acid,C1=CSC(=C1)C2=CC(=NN2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(-c4cccs4)[nH]n3)CCC[C@]21C,63.28,37.7,37.4,95.9,1.69
AA7,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,3.24,25.3,88.7,11.6,0
AA8,"E78_1-(4-FLUOROPHENYL)CYCLOPROPANECARBOXYLIC ACID, 97+%",C1CC1(C2=CC=C(C=C2)F)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3(c4ccc(F)cc4)CC3)CCC[C@]21C,32.54,0,0,12.2,0
AA9,E208_2-methylpyrazole-3-carboxylic acid,CN1C(=CC=N1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccnn3C)CCC[C@]21C,30.03,0,0,8.3,0
AA10,E291_4-(Trifluoromethyl)benzoic acid,C1=CC(=CC=C1C(=O)O)C(F)(F)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(C(F)(F)F)cc3)CCC[C@]21C,32.84,1.8,5.3,17,0
AA13,"E43_3-(TERT-BUTYL)-1-METHYL-1H-PYRAZOLE-CARBOXYLIC ACID, 95%",CC(C)(C)C1=NN(C(=C1)C(=O)O)C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cc(C(C)(C)C)nn3C)C1CC2,1.08,11.1,91.1,7.1,0
AA14,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCC(=O)c3ccccc3)C1CC2,0,0,0,-3.7,0
AA15,"E134_1,3-benzothiazole-6-carboxylic acid",C1=CC2=C(C=C1C(=O)O)SC=N2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc4ncsc4c3)C1CC2,2.94,7.7,72.3,-2.3,0
AA16,E170_2-(2-ethylsulfonylphenyl)acetic acid,CCS(=O)(=O)C1=CC=CC=C1CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CCS(=O)(=O)c1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,12.8,100,5.2,0
AA17,E216_7-methyl-2-propyl-3H-benzimidazole-5-carboxylic acid,CCCC1=NC2=C(N1)C=C(C=C2C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CCCc1nc2c(C)cc(CNC[C@]3(C)CCC[C@]4(C)c5cc(O)c(C(C)C)cc5CCC34)cc2[nH]1,9.67,9.7,50,22.3,0
AA18,E267_5-thiophen-2-yl-1H-pyrazole-3-carboxylic acid,C1=CSC(=C1)C2=CC(=NN2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cc(-c4cccs4)[nH]n3)C1CC2,3.72,7.1,65.8,10.9,0
AA19,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,0,0.9,100,33.3,0
AA20,"E78_1-(4-FLUOROPHENYL)CYCLOPROPANECARBOXYLIC ACID, 97+%",C1CC1(C2=CC=C(C=C2)F)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3(c4ccc(F)cc4)CC3)C1CC2,2.55,0,0,29.1,0
AA21,E208_2-methylpyrazole-3-carboxylic acid,CN1C(=CC=N1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccnn3C)C1CC2,1.46,0,0,25.3,0
AA22,E291_4-(Trifluoromethyl)benzoic acid,C1=CC(=CC=C1C(=O)O)C(F)(F)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(C(F)(F)F)cc3)C1CC2,1.81,0.4,19.1,23.4,0
AA25,"E43_3-(TERT-BUTYL)-1-METHYL-1H-PYRAZOLE-CARBOXYLIC ACID, 95%",CC(C)(C)C1=NN(C(=C1)C(=O)O)C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cc(C(C)(C)C)nn4C)CCC[C@]3(C)C2CC1,6.3,9.6,60.3,-18.2,0
AA26,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCC(=O)c4ccccc4)CCC[C@]3(C)C2CC1,1.1,0,0,-12.5,0
AA27,"E134_1,3-benzothiazole-6-carboxylic acid",C1=CC2=C(C=C1C(=O)O)SC=N2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc5ncsc5c4)CCC[C@]3(C)C2CC1,20.5,36.1,63.8,-12.4,0
AA28,E170_2-(2-ethylsulfonylphenyl)acetic acid,CCS(=O)(=O)C1=CC=CC=C1CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CCS(=O)(=O)c1ccccc1CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,4.3,31.6,88,-17.5,0
AA29,E216_7-methyl-2-propyl-3H-benzimidazole-5-carboxylic acid,CCCC1=NC2=C(N1)C=C(C=C2C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CCCc1nc2c(C)cc(CNC[C@]3(C)CCC[C@]4(C)C5CCC(C(C)C)=CC5=CCC34)cc2[nH]1,22.5,22.5,50,-5.1,0
AA30,E267_5-thiophen-2-yl-1H-pyrazole-3-carboxylic acid,C1=CSC(=C1)C2=CC(=NN2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cc(-c5cccs5)[nH]n4)CCC[C@]3(C)C2CC1,40.7,52.1,56.2,82.7,6.84
AA31,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,7.2,0,0,-6,0
AA32,"E78_1-(4-FLUOROPHENYL)CYCLOPROPANECARBOXYLIC ACID, 97+%",C1CC1(C2=CC=C(C=C2)F)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4(c5ccc(F)cc5)CC4)CCC[C@]3(C)C2CC1,9.9,0,0,2,0
AA33,E208_2-methylpyrazole-3-carboxylic acid,CN1C(=CC=N1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccnn4C)CCC[C@]3(C)C2CC1,8.7,0,0,-10.2,0
AA34,E291_4-(Trifluoromethyl)benzoic acid,C1=CC(=CC=C1C(=O)O)C(F)(F)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(C(F)(F)F)cc4)CCC[C@]3(C)C2CC1,8.8,0.5,5.4,-4.9,0
AA37,"E43_3-(TERT-BUTYL)-1-METHYL-1H-PYRAZOLE-CARBOXYLIC ACID, 95%",CC(C)(C)C1=NN(C(=C1)C(=O)O)C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(C(C)(C)C)nn4C)c(C(C)C)cc3CCC12,14.2,0,0,-15.8,0
AA38,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(=O)c4ccccc4)c(C(C)C)cc3CCC12,0,0,0,-18.6,0
AA39,"E134_1,3-benzothiazole-6-carboxylic acid",C1=CC2=C(C=C1C(=O)O)SC=N2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc5ncsc5c4)c(C(C)C)cc3CCC12,21.6,0,0,-8.1,0
AA40,E170_2-(2-ethylsulfonylphenyl)acetic acid,CCS(=O)(=O)C1=CC=CC=C1CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4S(=O)(=O)CC)c(C(C)C)cc3CCC12,12.9,13.2,50.5,-28.9,0
AA41,E216_7-methyl-2-propyl-3H-benzimidazole-5-carboxylic acid,CCCC1=NC2=C(N1)C=C(C=C2C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCCc1nc2c(C)cc(CNc3cc4c(cc3C(C)C)CCC3[C@](C)(CNCC)CCC[C@]43C)cc2[nH]1,20.1,3.2,13.6,-18.1,0
AA42,E267_5-thiophen-2-yl-1H-pyrazole-3-carboxylic acid,C1=CSC(=C1)C2=CC(=NN2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(-c5cccs5)[nH]n4)c(C(C)C)cc3CCC12,19.1,7.5,28.3,-18.6,0
AA43,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(CC(C)C)cc4)c(C(C)C)cc3CCC12,3.8,15.8,80.6,-13.7,0
AA44,"E78_1-(4-FLUOROPHENYL)CYCLOPROPANECARBOXYLIC ACID, 97+%",C1CC1(C2=CC=C(C=C2)F)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4(c5ccc(F)cc5)CC4)c(C(C)C)cc3CCC12,5.8,0,0,-10.5,0
AA45,E208_2-methylpyrazole-3-carboxylic acid,CN1C(=CC=N1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccnn4C)c(C(C)C)cc3CCC12,10.1,0,0,4,0
AA46,E291_4-(Trifluoromethyl)benzoic acid,C1=CC(=CC=C1C(=O)O)C(F)(F)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C(F)(F)F)cc4)c(C(C)C)cc3CCC12,5.2,1.3,19.4,11.1,0
AB1,"E48_(S)-1-(TERT-BUTOXYCARBONYL)PIPERIDINE-3-CARBOXYLIC ACID, 97%",CC(C)(C)OC(=O)N1CCCC(C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CCCN(C(=O)OC(C)(C)C)C3)CCC[C@]21C,34.8,45.8,56.8,69.7,0
AB2,"E91_(BENZHYDRYLTHIO)ACETIC ACID, 98.0+%",C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCSC(c3ccccc3)c3ccccc3)CCC[C@]21C,24.5,59.7,70.9,-3.9,0
AB3,"E135_4-bromo-3,5-dihydroxybenzoic acid",C1=C(C=C(C(=C1O)Br)O)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(O)c(Br)c(O)c3)CCC[C@]21C,40.9,45.7,52.8,98.3,-6.41
AB4,E172_2-(5-fluoropyridin-2-yl)acetic acid,C1=CC(=NC=C1F)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccc(F)cn3)CCC[C@]21C,24.3,8.9,26.8,6,0
AB5,E217_6-methoxypyridine-3-carboxylic acid,COC1=NC=C(C=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cn1,30.6,18.3,37.4,45.1,0
AB6,E270_Tolfenamic acid,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1c(Cl)cccc1Nc1ccccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,0,14.2,100,83.1,3.98
AB7,E315_Deoxycholic Acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)CC4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCC[C@@H](C)[C@H]3CC[C@H]4[C@@H]5C(=O)CC6CC(=O)CC[C@]6(C)[C@H]5CC(=O)[C@]34C)CCC[C@]21C,0,0,0,-19.7,0
AB8,"E80_2-FLUORO-6-(TRIFLUOROMETHYL)BENZOIC ACID, 98%",C1=CC(=C(C(=C1)F)C(=O)O)C(F)(F)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3c(F)cccc3C(F)(F)F)CCC[C@]21C,42.4,11.6,21.5,92.1,-6.19
