"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.339650145772595,0.458986683476479,0.0828962134571565,0.331233471515399,1.05372149500551,152,"ABCA1;ACKR3;ATF3;ATP2B1;B4GALT1;B4GALT5;BCL3;BCL6;BHLHE40;BIRC2;BIRC3;BTG1;BTG2;BTG3;CCN1;CCND1;CCNL1;CD83;CDKN1A;CEBPB;CEBPD;CFLAR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.432392273402675,0.568937201845625,0.0713052987340038,0.318974684281768,0.991708203457153,119,"ACTA2;ADAM12;APLP1;BASP1;BGN;BMP1;CADM1;CALD1;CALU;CAP2;CAPG;CCN1;CD59;COL16A1;COL1A1;COL3A1;COL4A2;COL5A2;COL6A2;COL7A1;COLGALT1;COPA;CRLF1;DAB2;DPYSL3;DST;ECM1;ELN;EMP3;ENO2;FAS;FBLN1;FBLN2;FBN1;FERMT2;FLNA;FN1;FSTL1;FSTL3;FUCA1;FZD8;GADD45A;GADD45B;GAS1;GEM"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.504587155963303,0.646906610209363,0.0650877566917313,0.314555541564123,0.964882560464895,110,"ALDH18A1;ARFGAP1;ASNS;ATF3;ATF4;ATF6;ATP6V0D1;BAG3;BANF1;CALR;CEBPB;CEBPG;CHAC1;CKS1B;CNOT2;CNOT4;CNOT6;CXXC1;DCP1A;DCP2;DCTN1;DDIT4;DDX10;DKC1;DNAJB9;DNAJC3;EDC4;EDEM1;EEF2;EIF2AK3;EIF2S1;EIF4A1;EIF4A2;EIF4A3;EIF4E;EIF4EBP1;EIF4G1;ERN1;ERO1A;EXOC2;EXOSC1;EXOSC10;EXOSC2;EXOSC4;EXOSC5;EXOSC9"
"HALLMARK_TGF_BETA_SIGNALING",0.578498293515358,0.723122866894198,0.0637845390312975,0.329009076525856,0.89707205911218,48,"ACVR1;APC;ARID4B;BCAR3;BMPR1A;BMPR2;CDH1;CDK9;CDKN1C"
"HALLMARK_KRAS_SIGNALING_DN",0.603975535168196,0.736555530692922,0.0565299525056311,0.299800834598772,0.908812789617042,102,"ABCB11;ADRA2C;ARHGDIG;ASB7;BARD1;BMPR1B;BRDT;BTG2;C5;CAMK1D;CAPN9;CCDC106;CDKAL1;CELSR2;CHST2;CLDN8;CLSTN3;COQ8A;CPEB3"
"HALLMARK_SPERMATOGENESIS",0.623164763458401,0.741862813640954,0.0580983576873206,0.307275886320911,0.883345054218724,72,"AGFG1;ALOX15;ARL4A;AURKA;BRAF;BUB1;CCNB2;CCT6B;CDK1;CDKN3;CHFR;CLGN;CLPB;CNIH2;COIL;CSNK2A2;DBF4;DMC1;DMRT1"
"HALLMARK_NOTCH_SIGNALING",0.751351351351351,0.873664362036455,0.0540088272801684,0.31814183596017,0.784852664219376,29,"APH1A;ARRB1;CCND1;CUL1;DLL1;DTX2;DTX4;FBXW11;FZD1;FZD5;FZD7"
"HALLMARK_E2F_TARGETS",0.798307475317348,0.907167585587896,0.0400031517498194,0.256337085008879,0.840439668448875,200,"AK2;ANP32E;ASF1A;ASF1B;ATAD2;AURKA;AURKB;BARD1;BIRC5;BRCA1;BRCA2;BRMS1L;BUB1B;CBX5;CCNB2;CCNE1;CCP110;CDC20;CDC25A;CDC25B;CDCA3;CDCA8;CDK1;CDK4;CDKN1A;CDKN1B;CDKN2A;CDKN2C;CDKN3;CENPE;CENPM;CHEK1;CHEK2;CIT;CKS1B;CKS2;CNOT9;CSE1L;CTCF;CTPS1;DCK;DCLRE1B;DCTPP1;DDX39A;DEK;DEPDC1;DIAPH3;DLGAP5;DNMT1;DONSON;DSCC1;DUT;E2F8;EED"
"HALLMARK_ANGIOGENESIS",0.970786516853933,0.990598486585646,0.0523759084097997,-0.230754080082796,-0.567888331120249,20,"VEGFA;VAV2;TNFRSF21;STC1;SLCO2A1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.932231404958678,0.990598486585646,0.0401660980049421,0.242291409054219,0.670096661737906,52,"ACVR1B;BAK1;CBL;CD14;CD9"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.928571428571429,0.990598486585646,0.0344919215094074,0.236814898844326,0.751037473179937,150,"ADAR;APOL6;ARID5B;ARL4A;AUTS2;B2M;BANK1;BATF2;BPGM;BST2;BTG1;C1R;C1S;CASP3;CASP4;CASP7;CASP8;CD274;CD86;CDKN1A;CIITA;CMPK2;CMTR1"
"HALLMARK_MYC_TARGETS_V1",0.966149506346968,0.990598486585646,0.0309900819310557,0.222860443246002,0.730681465873546,200,"ABCE1;ACP1;AIMP2;AP3S1;APEX1;BUB3;C1QBP;CAD;CANX;CBX3;CCNA2;CCT2;CCT3;CCT4;CCT5;CCT7;CDC20;CDC45;CDK2;CDK4;CLNS1A;CNBP;COPS5;COX5A;CSTF2;CTPS1;CUL1;CYC1;DDX18;DDX21;DEK;DHX15;DUT;EEF1B2;EIF1AX;EIF2S1;EIF2S2;EIF3B;EIF3D;EIF3J;EIF4A1;EIF4E;EIF4G2;EIF4H"
"HALLMARK_MYC_TARGETS_V2",0.966019417475728,0.990598486585646,0.0561766586307176,-0.217197856705706,-0.686649200536493,58,"WDR74;WDR43;UTP20;UNG;TMEM97;TFB2M;TCOF1;TBRG4;SUPV3L1;SRM;SORD;SLC29A2;SLC19A1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.997311827956989,0.997311827956989,0.059476028695732,-0.190427540853114,-0.633535637252008,85,"WARS1;USP18;UBE2L6;UBA7;TXNIP;TRIM5;TRIM26;TRIM25;TRIM21;TRIM14;TRAFD1;TMEM140;TENT5A;TDRD7;TAP1"
