"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000100027",142.467796596462,0.0259119142232933,0.0614335178885996,0.232240865737247,NA
"ENSG00000100028",11471.9909515457,-0.0472558041524283,0.0313073943167187,0.0704089307944424,0.246239007246738
"ENSG00000100029",10948.9871894117,-0.0337498900661398,0.0289692153509653,0.174532733765379,0.408983614400275
"ENSG00000100030",9094.82937753317,0.073679287749707,0.0324576177106499,0.00583548408453601,0.0539769882993573
"ENSG00000100031",938.791603480601,0.0203408884086563,0.0451872391578882,0.481929870349524,0.710709658302548
"ENSG00000100033",6.22746172965586,0.00115685462135017,0.0696902903843069,0.845204964407611,NA
"ENSG00000100034",2826.5541524069,-0.0158078195857049,0.0349783092867256,0.567389190067301,0.775052209819662
"ENSG00000100036",497.83078213832,-0.0226925863891781,0.051517463481657,0.401846341169841,0.646505263235711
"ENSG00000100038",826.066194620747,0.0379754938831098,0.0466229567894245,0.19528029954198,0.436616099807702
"ENSG00000100056",1326.32292483027,-0.0111761107818482,0.0404310943664492,0.698847382893955,0.855501092893789
"ENSG00000100058",22.7579798129743,-0.00163827626160684,0.071664717080785,0.69697662508866,NA
"ENSG00000100065",468.843542100716,-0.0699726279906474,0.060126870858649,0.0218619192667404,0.121186718460796
"ENSG00000100075",6809.20138456672,-0.0301017226552765,0.0300355592592209,0.236833238568277,0.482124807085421
"ENSG00000100077",1474.44619641963,0.0315793907777141,0.0435958534075195,0.281120585071069,0.528502816382098
"ENSG00000100083",1906.51740003053,-0.0169518486714993,0.038819763664396,0.55457359157061,0.764161839188613
"ENSG00000100084",3878.5571759262,0.00245388495163337,0.036685901630408,0.930548835311544,0.968278813563569
"ENSG00000100092",729.549920997193,-0.0120286643385703,0.0485436778847887,0.666154237446543,0.835243715660545
"ENSG00000100097",10.9450183639074,-0.00638373752124578,0.069361648801743,0.430078196032588,NA
"ENSG00000100099",2632.60057875817,0.0769587303320136,0.0368100590744498,0.00720088804898583,0.0622685211988155
"ENSG00000100100",339.467333059233,0.0539663393497398,0.0601461104011719,0.0549004876804474,NA
"ENSG00000100104",2026.39733581631,0.00680253176450353,0.037385827419889,0.810318894046112,0.914190860049743
"ENSG00000100105",3715.67077561288,0.0140355713694729,0.0303190272528443,0.583383628732314,0.785954407376402
