index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution,E,molarMass,molarity,chemtype,sublocation,density,atp,acid type,Structure of smiles [idcode],smiles,order,factor,cas,formSlurry,N,Nn,circos_index
B42,E226_2-(2-methoxyphenyl)acetic acid,COC1=CC=CC=C1CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4OC)c(C(C)C)cc3CCC12,5.3,0.8,12.8,0.0,-1.0,226,166.17,0.2,Electrophile,acid03-F6,1,2,6,dcLL@@SdfvYV]Z```@@,COC1=CC=CC=C1CC(=O)O,1,1,93-25-4,0,N4,4,147
L6,E238_2-(2-nitrophenyl)acetic acid,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccccc3[N+](=O)[O-])CCC[C@]21C,18.2,40.0,68.7,45.2,-1.0,238,181.15,0.2,Electrophile,acid04-A4,1,2,6,dknBAHAMNISlbfbbRLFV`HI`@@,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],1,1,3740-52-1,0,N1,1,148
L18,E238_2-(2-nitrophenyl)acetic acid,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3ccccc3[N+](=O)[O-])C1CC2,0.0,10.6,100.0,44.9,-1.0,238,181.15,0.2,Electrophile,acid04-A4,1,2,6,dknBAHAMNISlbfbbRLFV`HI`@@,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],1,1,3740-52-1,0,N2,2,148
L30,E238_2-(2-nitrophenyl)acetic acid,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4ccccc4[N+](=O)[O-])CCC[C@]3(C)C2CC1,6.8,5.8,45.9,19.8,-1.0,238,181.15,0.2,Electrophile,acid04-A4,1,2,6,dknBAHAMNISlbfbbRLFV`HI`@@,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],1,1,3740-52-1,0,N3,3,148
L42,E238_2-(2-nitrophenyl)acetic acid,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4[N+](=O)[O-])c(C(C)C)cc3CCC12,11.9,8.5,41.7,24.0,-1.0,238,181.15,0.2,Electrophile,acid04-A4,1,2,6,dknBAHAMNISlbfbbRLFV`HI`@@,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],1,1,3740-52-1,0,N4,4,148
N10,E257_Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccccc3)CCC[C@]21C,2.0,17.2,89.5,0.0,-1.0,257,136.15,0.2,Electrophile,acid04-B15,1,2,6,deTD@@QImeQej@@@@,C1=CC=C(C=C1)CC(=O)O,1,1,103-82-2,0,N1,1,149
N22,E257_Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3ccccc3)C1CC2,0.0,2.4,100.0,17.2,-1.0,257,136.15,0.2,Electrophile,acid04-B15,1,2,6,deTD@@QImeQej@@@@,C1=CC=C(C=C1)CC(=O)O,1,1,103-82-2,0,N2,2,149
N34,E257_Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4ccccc4)CCC[C@]3(C)C2CC1,3.0,17.4,85.3,4.3,-1.0,257,136.15,0.2,Electrophile,acid04-B15,1,2,6,deTD@@QImeQej@@@@,C1=CC=C(C=C1)CC(=O)O,1,1,103-82-2,0,N3,3,149
N46,E257_Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4)c(C(C)C)cc3CCC12,18.2,18.5,50.5,9.9,-1.0,257,136.15,0.2,Electrophile,acid04-B15,1,2,6,deTD@@QImeQej@@@@,C1=CC=C(C=C1)CC(=O)O,1,1,103-82-2,0,N4,4,149
W6,E261_2-(4-Sulfamoylphenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccc(S(N)(=O)=O)cc3)CCC[C@]21C,35.55,31.6,47.1,98.0,0.0,261,215.23,0.2,Electrophile,acid04-C8,1,2,6,dg^B`LaCl@cIIKDedhLkP@Tp@@,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,1,1,22958-64-1,0,N1,1,150
W18,E261_2-(4-Sulfamoylphenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3ccc(S(N)(=O)=O)cc3)C1CC2,0.32,12.7,97.5,19.1,-1.0,261,215.23,0.2,Electrophile,acid04-C8,1,2,6,dg^B`LaCl@cIIKDedhLkP@Tp@@,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,1,1,22958-64-1,0,N2,2,150
W30,E261_2-(4-Sulfamoylphenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4ccc(S(N)(=O)=O)cc4)CCC[C@]3(C)C2CC1,17.4,19.4,52.8,72.6,0.0,261,215.23,0.2,Electrophile,acid04-C8,1,2,6,dg^B`LaCl@cIIKDedhLkP@Tp@@,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,1,1,22958-64-1,0,N3,3,150
W42,E261_2-(4-Sulfamoylphenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(S(N)(=O)=O)cc4)c(C(C)C)cc3CCC12,22.4,4.1,15.6,10.2,-1.0,261,215.23,0.2,Electrophile,acid04-C8,1,2,6,dg^B`LaCl@cIIKDedhLkP@Tp@@,C1=CC(=CC=C1CC(=O)O)S(=O)(=O)N,1,1,22958-64-1,0,N4,4,150
P10,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,2.6,16.3,86.3,15.3,-1.0,265,150.17,0.2,Electrophile,acid04-C12,1,2,6,dmtD@@QIme\YZ`@`@@,CC1=CC=C(C=C1)CC(=O)O,1,1,622-47-9,0,N1,1,151
P22,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,0.0,0.9,100.0,42.7,-1.0,265,150.17,0.2,Electrophile,acid04-C12,1,2,6,dmtD@@QIme\YZ`@`@@,CC1=CC=C(C=C1)CC(=O)O,1,1,622-47-9,0,N2,2,151
P34,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,1.6,5.6,77.7,2.3,-1.0,265,150.17,0.2,Electrophile,acid04-C12,1,2,6,dmtD@@QIme\YZ`@`@@,CC1=CC=C(C=C1)CC(=O)O,1,1,622-47-9,0,N3,3,151
P46,E265_p-Tolylacetic acid,CC1=CC=C(C=C1)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(C)cc4)c(C(C)C)cc3CCC12,7.9,17.9,69.3,15.5,-1.0,265,150.17,0.2,Electrophile,acid04-C12,1,2,6,dmtD@@QIme\YZ`@`@@,CC1=CC=C(C=C1)CC(=O)O,1,1,622-47-9,0,N4,4,151
R10,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,5.3,30.4,85.1,7.3,-1.0,269,150.17,0.2,Electrophile,acid04-D5,1,2,6,dmtD@@QImfVUZ`H@@@,CC1=CC=CC=C1CC(=O)O,1,1,644-36-0,0,N1,1,152
R22,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.5,100.0,18.9,-1.0,269,150.17,0.2,Electrophile,acid04-D5,1,2,6,dmtD@@QImfVUZ`H@@@,CC1=CC=CC=C1CC(=O)O,1,1,644-36-0,0,N2,2,152
R34,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,2.5,11.6,82.2,4.4,-1.0,269,150.17,0.2,Electrophile,acid04-D5,1,2,6,dmtD@@QImfVUZ`H@@@,CC1=CC=CC=C1CC(=O)O,1,1,644-36-0,0,N3,3,152
R46,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4C)c(C(C)C)cc3CCC12,13.9,24.0,63.3,5.6,-1.0,269,150.17,0.2,Electrophile,acid04-D5,1,2,6,dmtD@@QImfVUZ`H@@@,CC1=CC=CC=C1CC(=O)O,1,1,644-36-0,0,N4,4,152
T10,E272_m-Tolylacetic acid,CC1=CC(=CC=C1)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,2.5,30.4,92.3,8.7,-1.0,272,150.17,0.2,Electrophile,acid04-D8,1,2,6,dmtD@@QImeXYZ`@`@@,CC1=CC(=CC=C1)CC(=O)O,1,1,621-36-3,0,N1,1,153
T22,E272_m-Tolylacetic acid,CC1=CC(=CC=C1)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1,0.0,0.6,100.0,40.5,-1.0,272,150.17,0.2,Electrophile,acid04-D8,1,2,6,dmtD@@QImeXYZ`@`@@,CC1=CC(=CC=C1)CC(=O)O,1,1,621-36-3,0,N2,2,153
T34,E272_m-Tolylacetic acid,CC1=CC(=CC=C1)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1cccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c1,2.6,8.9,77.3,16.3,-1.0,272,150.17,0.2,Electrophile,acid04-D8,1,2,6,dmtD@@QImeXYZ`@`@@,CC1=CC(=CC=C1)CC(=O)O,1,1,621-36-3,0,N3,3,153
T46,E272_m-Tolylacetic acid,CC1=CC(=CC=C1)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cccc(C)c4)c(C(C)C)cc3CCC12,12.4,19.7,61.3,21.9,-1.0,272,150.17,0.2,Electrophile,acid04-D8,1,2,6,dmtD@@QImeXYZ`@`@@,CC1=CC(=CC=C1)CC(=O)O,1,1,621-36-3,0,N4,4,153
D7,E284_2-Hydroxy-2-(4-methylphenyl)acetic acid,Cc1ccc(C(O)C(=O)O)cc1,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccc(C(O)CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,47.0,8.1,14.7,100.0,24.49,284,166.17,0.2,Electrophile,acid04-E7,1,2,6,dcLL@@Pdf{e^UZh@HcJ@@,Cc1ccc(C(O)C(=O)O)cc1,1,1,18584-20-8,0,N1,1,154
D19,E284_2-Hydroxy-2-(4-methylphenyl)acetic acid,Cc1ccc(C(O)C(=O)O)cc1,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccc(C(O)CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,24.7,8.8,26.3,20.3,-1.0,284,166.17,0.2,Electrophile,acid04-E7,1,2,6,dcLL@@Pdf{e^UZh@HcJ@@,Cc1ccc(C(O)C(=O)O)cc1,1,1,18584-20-8,0,N2,2,154
D31,E284_2-Hydroxy-2-(4-methylphenyl)acetic acid,Cc1ccc(C(O)C(=O)O)cc1,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccc(C(O)CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,39.4,20.6,34.4,78.6,0.0,284,166.17,0.2,Electrophile,acid04-E7,1,2,6,dcLL@@Pdf{e^UZh@HcJ@@,Cc1ccc(C(O)C(=O)O)cc1,1,1,18584-20-8,0,N3,3,154
D43,E284_2-Hydroxy-2-(4-methylphenyl)acetic acid,Cc1ccc(C(O)C(=O)O)cc1,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(O)c4ccc(C)cc4)c(C(C)C)cc3CCC12,24.6,11.7,32.2,0.0,-1.0,284,166.17,0.2,Electrophile,acid04-E7,1,2,6,dcLL@@Pdf{e^UZh@HcJ@@,Cc1ccc(C(O)C(=O)O)cc1,1,1,18584-20-8,0,N4,4,154
P7,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3cccc(C(F)(F)F)c3)CCC[C@]21C,15.7,3.0,16.0,15.5,-1.0,300,204.15,0.2,Electrophile,acid04-F9,1,2,6,dg\DpClIAICICHiCDeBhLuP@Tp@@,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,1,1,351-35-9,0,N1,1,155
P19,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3cccc(C(F)(F)F)c3)C1CC2,6.7,0.6,8.1,32.0,-1.0,300,204.15,0.2,Electrophile,acid04-F9,1,2,6,dg\DpClIAICICHiCDeBhLuP@Tp@@,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,1,1,351-35-9,0,N2,2,155
P31,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4cccc(C(F)(F)F)c4)CCC[C@]3(C)C2CC1,12.2,0.4,2.9,17.2,-1.0,300,204.15,0.2,Electrophile,acid04-F9,1,2,6,dg\DpClIAICICHiCDeBhLuP@Tp@@,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,1,1,351-35-9,0,N3,3,155
P43,E300_Trifluoromethyl)phenylacetic acid,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cccc(C(F)(F)F)c4)c(C(C)C)cc3CCC12,16.7,0.0,0.0,9.4,-1.0,300,204.15,0.2,Electrophile,acid04-F9,1,2,6,dg\DpClIAICICHiCDeBhLuP@Tp@@,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,1,1,351-35-9,0,N4,4,155
AA7,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,3.24,25.3,88.7,11.6,-1.0,314,192.25,0.05,Electrophile,acid05-A8,1,2,6,dg\D@@QIme]XYZ`@j`@@,CC(C)Cc1ccc(CC(=O)O)cc1,1,1,1553-60-2,0,N1,1,156
AA19,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,0.0,0.9,100.0,33.3,-1.0,314,192.25,0.05,Electrophile,acid05-A8,1,2,6,dg\D@@QIme]XYZ`@j`@@,CC(C)Cc1ccc(CC(=O)O)cc1,1,1,1553-60-2,0,N2,2,156
AA31,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,7.2,0.0,0.0,0.0,-1.0,314,192.25,0.05,Electrophile,acid05-A8,1,2,6,dg\D@@QIme]XYZ`@j`@@,CC(C)Cc1ccc(CC(=O)O)cc1,1,1,1553-60-2,0,N3,3,156
AA43,E314_Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(CC(C)C)cc4)c(C(C)C)cc3CCC12,3.8,15.8,80.6,0.0,-1.0,314,192.25,0.05,Electrophile,acid05-A8,1,2,6,dg\D@@QIme]XYZ`@j`@@,CC(C)Cc1ccc(CC(=O)O)cc1,1,1,1553-60-2,0,N4,4,156
AC7,E316_Bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)(C)Oc3ccc(CCNC(=O)c4ccc(Cl)cc4)cc3)CCC[C@]21C,68.97,7.2,9.4,95.6,9.38,316,361.8,0.05,Electrophile,acid05-A10,1,2,6,fik`R@IBStXHaIe]mVUuijLCF@BZh@JjX@@@,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1,1,41859-67-0,0,N1,1,157
AC19,E316_Bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)Oc3ccc(CCNC(=O)c4ccc(Cl)cc4)cc3)C1CC2,5.48,1.1,16.4,0.0,-1.0,316,361.8,0.05,Electrophile,acid05-A10,1,2,6,fik`R@IBStXHaIe]mVUuijLCF@BZh@JjX@@@,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1,1,41859-67-0,0,N2,2,157
AC31,E316_Bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)Oc4ccc(CCNC(=O)c5ccc(Cl)cc5)cc4)CCC[C@]3(C)C2CC1,36.0,6.0,14.2,24.9,-1.0,316,361.8,0.05,Electrophile,acid05-A10,1,2,6,fik`R@IBStXHaIe]mVUuijLCF@BZh@JjX@@@,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1,1,41859-67-0,0,N3,3,157
AC43,E316_Bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)Oc4ccc(CCNC(=O)c5ccc(Cl)cc5)cc4)c(C(C)C)cc3CCC12,23.8,0.0,0.0,0.0,-1.0,316,361.8,0.05,Electrophile,acid05-A10,1,2,6,fik`R@IBStXHaIe]mVUuijLCF@BZh@JjX@@@,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1,1,41859-67-0,0,N4,4,157
B1,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(Cl)ncc3C(F)(F)F)CCC[C@]21C,44.4,12.1,21.4,72.5,29.63,2,225.55,0.2,Electrophile,acid01-A2,1,2,7,dg^DHDePbMdCdKdDfUUfjZ@Bfj@@,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,1,1,505084-58-2,0,N1,1,158
B13,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cc(Cl)ncc3C(F)(F)F)C1CC2,71.2,10.7,13.0,97.0,3.91,2,225.55,0.2,Electrophile,acid01-A2,1,2,7,dg^DHDePbMdCdKdDfUUfjZ@Bfj@@,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,1,1,505084-58-2,0,N2,2,158
B25,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cc(Cl)ncc4C(F)(F)F)CCC[C@]3(C)C2CC1,22.5,10.8,32.5,0.0,-1.0,2,225.55,0.2,Electrophile,acid01-A2,1,2,7,dg^DHDePbMdCdKdDfUUfjZ@Bfj@@,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,1,1,505084-58-2,0,N3,3,158
B37,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(Cl)ncc4C(F)(F)F)c(C(C)C)cc3CCC12,15.8,23.4,59.7,0.0,-1.0,2,225.55,0.2,Electrophile,acid01-A2,1,2,7,dg^DHDePbMdCdKdDfUUfjZ@Bfj@@,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,1,1,505084-58-2,0,N4,4,158
F1,"E7_1-METHYLINDOLE-3-CARBOXYLIC ACID, 97%",CN1C=C(C2=CC=CC=C21)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cn(C)c4ccccc34)CCC[C@]21C,30.1,2.8,8.5,81.4,33.15,7,175.18,0.2,Electrophile,acid-A7,1,2,7,dk^D@AADfyeUXUMjP`b@@,CN1C=C(C2=CC=CC=C21)C(=O)O,1,1,32387-21-6,0,N1,1,159
