index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution,E,molarMass,molarity,chemtype,sublocation,density,atp,acid type,Structure of smiles [idcode],smiles,order,factor,cas,formSlurry,N,Nn,circos_index
Y46,E286_1-Cyclopentene-1-carboxylic acid,C1CC=C(C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4=CCCC4)c(C(C)C)cc3CCC12,2.1,1.7,45.0,0.0,-1.0,286,112.13,0.2,Electrophile,acid04-E9,1,2,2,daDD@@QInUnZZh@@,C1CC=C(C1)C(=O)O,1,1,1560-11-8,0,N4,4,76
Z10,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CC3)CCC[C@]21C,3.6,21.1,85.3,0.0,-1.0,290,86.09,0.2,Electrophile,acid04-E13,1,2,2,gFp`@dfxujh@,C1CC1C(=O)O,1,1,1759-53-1,0,N1,1,77
Z22,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CC3)C1CC2,0.0,2.5,100.0,0.0,-1.0,290,86.09,0.2,Electrophile,acid04-E13,1,2,2,gFp`@dfxujh@,C1CC1C(=O)O,1,1,1759-53-1,0,N2,2,77
Z34,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CC4)CCC[C@]3(C)C2CC1,1.9,11.3,85.7,4.9,-1.0,290,86.09,0.2,Electrophile,acid04-E13,1,2,2,gFp`@dfxujh@,C1CC1C(=O)O,1,1,1759-53-1,0,N3,3,77
Z46,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CC4)c(C(C)C)cc3CCC12,8.2,22.9,73.6,0.0,-1.0,290,86.09,0.2,Electrophile,acid04-E13,1,2,2,gFp`@dfxujh@,C1CC1C(=O)O,1,1,1759-53-1,0,N4,4,77
AE10,E308_1-Methyl-1-cyclohexanecarboxylic acid,CC1(CCCCC1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3(C)CCCCC3)CCC[C@]21C,19.04,1.0,5.1,0.0,-1.0,308,142.2,0.2,Electrophile,acid05-A2,1,2,2,deTD@@QIneqejjj@@,CC1(CCCCC1)C(=O)O,1,1,1123-25-7,0,N1,1,78
AE22,E308_1-Methyl-1-cyclohexanecarboxylic acid,CC1(CCCCC1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3(C)CCCCC3)C1CC2,0.0,1.1,100.0,0.0,-1.0,308,142.2,0.2,Electrophile,acid05-A2,1,2,2,deTD@@QIneqejjj@@,CC1(CCCCC1)C(=O)O,1,1,1123-25-7,0,N2,2,78
AE34,E308_1-Methyl-1-cyclohexanecarboxylic acid,CC1(CCCCC1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4(C)CCCCC4)CCC[C@]3(C)C2CC1,0.9,0.0,0.0,0.0,-1.0,308,142.2,0.2,Electrophile,acid05-A2,1,2,2,deTD@@QIneqejjj@@,CC1(CCCCC1)C(=O)O,1,1,1123-25-7,0,N3,3,78
AE46,E308_1-Methyl-1-cyclohexanecarboxylic acid,CC1(CCCCC1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4(C)CCCCC4)c(C(C)C)cc3CCC12,11.3,0.0,0.0,0.0,-1.0,308,142.2,0.2,Electrophile,acid05-A2,1,2,2,deTD@@QIneqejjj@@,CC1(CCCCC1)C(=O)O,1,1,1123-25-7,0,N4,4,78
AF10,E320_1-Methyl-3-oxocyclobutanecarboxylic acid,CC1(C(=O)O)CC(=O)C1,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3(C)CC(=O)C3)CCC[C@]21C,4.7,5.6,54.3,0.0,-1.0,320,128.13,0.05,Electrophile,acid05-A14,1,2,2,didL@@xTf^[BZjZ@@,CC1(C(=O)O)CC(=O)C1,1,1,286442-89-5,0,N1,1,79
AF22,E320_1-Methyl-3-oxocyclobutanecarboxylic acid,CC1(C(=O)O)CC(=O)C1,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3(C)CC(=O)C3)C1CC2,0.0,0.3,100.0,0.0,-1.0,320,128.13,0.05,Electrophile,acid05-A14,1,2,2,didL@@xTf^[BZjZ@@,CC1(C(=O)O)CC(=O)C1,1,1,286442-89-5,0,N2,2,79
AF34,E320_1-Methyl-3-oxocyclobutanecarboxylic acid,CC1(C(=O)O)CC(=O)C1,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4(C)CC(=O)C4)CCC[C@]3(C)C2CC1,4.0,0.0,0.0,0.0,-1.0,320,128.13,0.05,Electrophile,acid05-A14,1,2,2,didL@@xTf^[BZjZ@@,CC1(C(=O)O)CC(=O)C1,1,1,286442-89-5,0,N3,3,79
AF46,E320_1-Methyl-3-oxocyclobutanecarboxylic acid,CC1(C(=O)O)CC(=O)C1,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4(C)CC(=O)C4)c(C(C)C)cc3CCC12,1.1,0.0,0.0,0.0,-1.0,320,128.13,0.05,Electrophile,acid05-A14,1,2,2,didL@@xTf^[BZjZ@@,CC1(C(=O)O)CC(=O)C1,1,1,286442-89-5,0,N4,4,79
N9,E143_3-cyclohexylpropanoic acid,C1CCC(CC1)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCC3CCCCC3)CCC[C@]21C,5.8,13.4,69.9,16.9,-1.0,143,156.22,0.2,Electrophile,acid02-F2,1,2,3,dmtD@@QImYVUZjjh@@,C1CCC(CC1)CCC(=O)O,1,1,701-97-3,0,N1,1,80
N21,E143_3-cyclohexylpropanoic acid,C1CCC(CC1)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCC3CCCCC3)C1CC2,0.0,1.4,100.0,19.8,-1.0,143,156.22,0.2,Electrophile,acid02-F2,1,2,3,dmtD@@QImYVUZjjh@@,C1CCC(CC1)CCC(=O)O,1,1,701-97-3,0,N2,2,80
N33,E143_3-cyclohexylpropanoic acid,C1CCC(CC1)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCC4CCCCC4)CCC[C@]3(C)C2CC1,6.8,3.5,34.0,12.7,-1.0,143,156.22,0.2,Electrophile,acid02-F2,1,2,3,dmtD@@QImYVUZjjh@@,C1CCC(CC1)CCC(=O)O,1,1,701-97-3,0,N3,3,80
N45,E143_3-cyclohexylpropanoic acid,C1CCC(CC1)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC4CCCCC4)c(C(C)C)cc3CCC12,10.3,9.8,48.7,2.1,-1.0,143,156.22,0.2,Electrophile,acid02-F2,1,2,3,dmtD@@QImYVUZjjh@@,C1CCC(CC1)CCC(=O)O,1,1,701-97-3,0,N4,4,80
O9,E152_3-cyclopentylpropanoic acid,C1CCC(C1)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCC3CCCC3)CCC[C@]21C,1.56,17.5,91.8,24.5,-1.0,152,142.2,0.2,Electrophile,acid02-F12,1,2,3,deTD@@QImYQejjj@@,C1CCC(C1)CCC(=O)O,1,1,140-77-2,0,N1,1,81
O21,E152_3-cyclopentylpropanoic acid,C1CCC(C1)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCC3CCCC3)C1CC2,0.0,0.8,100.0,33.2,-1.0,152,142.2,0.2,Electrophile,acid02-F12,1,2,3,deTD@@QImYQejjj@@,C1CCC(C1)CCC(=O)O,1,1,140-77-2,0,N2,2,81
O33,E152_3-cyclopentylpropanoic acid,C1CCC(C1)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCC4CCCC4)CCC[C@]3(C)C2CC1,0.8,4.2,83.9,19.9,-1.0,152,142.2,0.2,Electrophile,acid02-F12,1,2,3,deTD@@QImYQejjj@@,C1CCC(C1)CCC(=O)O,1,1,140-77-2,0,N3,3,81
O45,E152_3-cyclopentylpropanoic acid,C1CCC(C1)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC4CCCC4)c(C(C)C)cc3CCC12,3.3,7.9,70.5,32.6,-1.0,152,142.2,0.2,Electrophile,acid02-F12,1,2,3,deTD@@QImYQejjj@@,C1CCC(C1)CCC(=O)O,1,1,140-77-2,0,N4,4,81
L4,"E155_3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCc3nc(-c4ccccc4)c(-c4ccccc4)o3)CCC[C@]21C,3.6,41.4,92.0,7.2,-1.0,155,293.3,0.2,Electrophile,acid03-A2,1,2,3,ffca`@N@PqImYUYeUqRbWMVjfj@@@D@@@,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,1,21256-18-8,0,N1,1,82
L16,"E155_3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCc3nc(-c4ccccc4)c(-c4ccccc4)o3)C1CC2,0.0,0.0,0.0,31.5,-1.0,155,293.3,0.2,Electrophile,acid03-A2,1,2,3,ffca`@N@PqImYUYeUqRbWMVjfj@@@D@@@,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,1,21256-18-8,0,N2,2,82
L28,"E155_3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCc4nc(-c5ccccc5)c(-c5ccccc5)o4)CCC[C@]3(C)C2CC1,2.6,11.9,82.1,14.9,-1.0,155,293.3,0.2,Electrophile,acid03-A2,1,2,3,ffca`@N@PqImYUYeUqRbWMVjfj@@@D@@@,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,1,21256-18-8,0,N3,3,82
L40,"E155_3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCc4nc(-c5ccccc5)c(-c5ccccc5)o4)c(C(C)C)cc3CCC12,3.3,49.8,93.8,18.3,-1.0,155,293.3,0.2,Electrophile,acid03-A2,1,2,3,ffca`@N@PqImYUYeUqRbWMVjfj@@@D@@@,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,1,21256-18-8,0,N4,4,82
O6,E245_3-(Pyridin-4-yl)propanoic acid,C1=CN=CC=C1CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCc3ccncc3)CCC[C@]21C,23.88,0.0,0.0,39.5,-1.0,245,151.16,0.2,Electrophile,acid04-A13,1,2,3,dmvD@EADfueYUj`@@@,C1=CN=CC=C1CCC(=O)O,1,1,6318-43-0,0,N1,1,83
O18,E245_3-(Pyridin-4-yl)propanoic acid,C1=CN=CC=C1CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCc3ccncc3)C1CC2,1.42,0.0,0.0,34.8,-1.0,245,151.16,0.2,Electrophile,acid04-A13,1,2,3,dmvD@EADfueYUj`@@@,C1=CN=CC=C1CCC(=O)O,1,1,6318-43-0,0,N2,2,83
O30,E245_3-(Pyridin-4-yl)propanoic acid,C1=CN=CC=C1CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCc4ccncc4)CCC[C@]3(C)C2CC1,9.2,2.7,22.6,15.7,-1.0,245,151.16,0.2,Electrophile,acid04-A13,1,2,3,dmvD@EADfueYUj`@@@,C1=CN=CC=C1CCC(=O)O,1,1,6318-43-0,0,N3,3,83
O42,E245_3-(Pyridin-4-yl)propanoic acid,C1=CN=CC=C1CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCc4ccncc4)c(C(C)C)cc3CCC12,18.1,0.0,0.0,37.5,-1.0,245,151.16,0.2,Electrophile,acid04-A13,1,2,3,dmvD@EADfueYUj`@@@,C1=CN=CC=C1CCC(=O)O,1,1,6318-43-0,0,N4,4,83
Q6,E248_3-(3-Pyridyl)propionic acid,C1=CC(=CN=C1)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCc3cccnc3)CCC[C@]21C,16.07,12.2,43.2,70.9,0.0,248,151.16,0.2,Electrophile,acid04-B1,1,2,3,dmvD@AADfueYUj`@@@,C1=CC(=CN=C1)CCC(=O)O,1,1,3724-19-4,0,N1,1,84
Q18,E248_3-(3-Pyridyl)propionic acid,C1=CC(=CN=C1)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCc3cccnc3)C1CC2,0.34,0.3,49.6,8.2,-1.0,248,151.16,0.2,Electrophile,acid04-B1,1,2,3,dmvD@AADfueYUj`@@@,C1=CC(=CN=C1)CCC(=O)O,1,1,3724-19-4,0,N2,2,84
Q30,E248_3-(3-Pyridyl)propionic acid,C1=CC(=CN=C1)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCc4cccnc4)CCC[C@]3(C)C2CC1,5.2,0.0,0.0,18.3,-1.0,248,151.16,0.2,Electrophile,acid04-B1,1,2,3,dmvD@AADfueYUj`@@@,C1=CC(=CN=C1)CCC(=O)O,1,1,3724-19-4,0,N3,3,84
Q42,E248_3-(3-Pyridyl)propionic acid,C1=CC(=CN=C1)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCc4cccnc4)c(C(C)C)cc3CCC12,6.2,3.3,34.4,0.5,-1.0,248,151.16,0.2,Electrophile,acid04-B1,1,2,3,dmvD@AADfueYUj`@@@,C1=CC(=CN=C1)CCC(=O)O,1,1,3724-19-4,0,N4,4,84
AD6,E274_trans-Indole-3-acrylic acid,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC=Cc3c[nH]c4ccccc34)CCC[C@]21C,42.7,13.9,24.6,97.6,17.4,274,187.19,0.2,Electrophile,acid04-D11,1,2,3,dg~D@EADfufUqT{ZZP`H@@,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,1,1,29953-71-7,0,N1,1,85
AD18,E274_trans-Indole-3-acrylic acid,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC=Cc3c[nH]c4ccccc34)C1CC2,0.7,5.5,88.1,68.0,-1.0,274,187.19,0.2,Electrophile,acid04-D11,1,2,3,dg~D@EADfufUqT{ZZP`H@@,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,1,1,29953-71-7,0,N2,2,85
AD30,E274_trans-Indole-3-acrylic acid,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC=Cc4c[nH]c5ccccc45)CCC[C@]3(C)C2CC1,19.0,17.8,48.4,81.8,20.3,274,187.19,0.2,Electrophile,acid04-D11,1,2,3,dg~D@EADfufUqT{ZZP`H@@,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,1,1,29953-71-7,0,N3,3,85
AD42,E274_trans-Indole-3-acrylic acid,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=Cc4c[nH]c5ccccc45)c(C(C)C)cc3CCC12,20.8,5.8,21.9,75.7,0.35,274,187.19,0.2,Electrophile,acid04-D11,1,2,3,dg~D@EADfufUqT{ZZP`H@@,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,1,1,29953-71-7,0,N4,4,85
AC10,E301_Urocanic acid,C1=C(NC=N1)C=CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC=Cc3cnc[nH]3)CCC[C@]21C,29.48,0.0,0.0,0.0,-1.0,301,138.12,0.2,Electrophile,acid04-F10,1,2,3,deUD@FdDR[VTYZZZP@,C1=C(NC=N1)C=CC(=O)O,1,1,104-98-3,0,N1,1,86
AC22,E301_Urocanic acid,C1=C(NC=N1)C=CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC=Cc3cnc[nH]3)C1CC2,0.84,0.0,0.0,0.0,-1.0,301,138.12,0.2,Electrophile,acid04-F10,1,2,3,deUD@FdDR[VTYZZZP@,C1=C(NC=N1)C=CC(=O)O,1,1,104-98-3,0,N2,2,86
AC34,E301_Urocanic acid,C1=C(NC=N1)C=CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC=Cc4cnc[nH]4)CCC[C@]3(C)C2CC1,10.0,3.7,27.2,0.0,-1.0,301,138.12,0.2,Electrophile,acid04-F10,1,2,3,deUD@FdDR[VTYZZZP@,C1=C(NC=N1)C=CC(=O)O,1,1,104-98-3,0,N3,3,86
